country,item_names,item_prices_usd,categoria_propia
Egypt,Domestic Beer(0.5 liter draught),1.67,Restaurantes
Ecuador,Domestic Beer(0.5 liter draught),2.0,Restaurantes
Philippines,Domestic Beer(0.5 liter draught),1.22,Restaurantes
Morocco,Domestic Beer(0.5 liter draught),2.97,Restaurantes
China,Domestic Beer(0.5 liter draught),0.97,Restaurantes
Tunisia,Domestic Beer(0.5 liter draught),1.51,Restaurantes
Sri Lanka,Domestic Beer(0.5 liter draught),2.02,Restaurantes
India,Domestic Beer(0.5 liter draught),1.92,Restaurantes
Malaysia,Domestic Beer(0.5 liter draught),3.17,Restaurantes
Bolivia,Domestic Beer(0.5 liter draught),1.74,Restaurantes
Thailand,Domestic Beer(0.5 liter draught),1.9,Restaurantes
Algeria,Domestic Beer(0.5 liter draught),1.62,Restaurantes
Nigeria,Domestic Beer(0.5 liter draught),0.95,Restaurantes
Vietnam,Domestic Beer(0.5 liter draught),0.98,Restaurantes
Nepal,Domestic Beer(0.5 liter draught),2.55,Restaurantes
Indonesia,Domestic Beer(0.5 liter draught),2.49,Restaurantes
Switzerland,Restaurants - Imported Beer(0.33 liter bottle),6.61,Restaurantes
Denmark,Restaurants - Imported Beer(0.33 liter bottle),7.2,Restaurantes
United States,Restaurants - Imported Beer(0.33 liter bottle),7.0,Restaurantes
Belgium,Restaurants - Imported Beer(0.33 liter bottle),4.29,Restaurantes
Luxembourg,Restaurants - Imported Beer(0.33 liter bottle),5.37,Restaurantes
United Kingdom,Restaurants - Imported Beer(0.33 liter bottle),5.33,Restaurantes
Israel,Restaurants - Imported Beer(0.33 liter bottle),8.06,Restaurantes
Canada,Restaurants - Imported Beer(0.33 liter bottle),5.85,Restaurantes
Norway,Restaurants - Imported Beer(0.33 liter bottle),9.02,Restaurantes
Netherlands,Restaurants - Imported Beer(0.33 liter bottle),4.83,Restaurantes
Ireland,Restaurants - Imported Beer(0.33 liter bottle),5.9,Restaurantes
Australia,Restaurants - Imported Beer(0.33 liter bottle),7.89,Restaurantes
Greece,Restaurants - Imported Beer(0.33 liter bottle),5.37,Restaurantes
Uruguay,Restaurants - Imported Beer(0.33 liter bottle),3.91,Restaurantes
Cyprus,Restaurants - Imported Beer(0.33 liter bottle),4.83,Restaurantes
Austria,Restaurants - Imported Beer(0.33 liter bottle),4.29,Restaurantes
Italy,Restaurants - Imported Beer(0.33 liter bottle),5.37,Restaurantes
Malta,Restaurants - Imported Beer(0.33 liter bottle),4.29,Restaurantes
France,Restaurants - Imported Beer(0.33 liter bottle),5.37,Restaurantes
Finland,Restaurants - Imported Beer(0.33 liter bottle),7.51,Restaurantes
New Zealand,Restaurants - Imported Beer(0.33 liter bottle),6.57,Restaurantes
Germany,Restaurants - Imported Beer(0.33 liter bottle),4.29,Restaurantes
Spain,Restaurants - Imported Beer(0.33 liter bottle),3.22,Restaurantes
Estonia,Restaurants - Imported Beer(0.33 liter bottle),4.62,Restaurantes
Slovenia,Restaurants - Imported Beer(0.33 liter bottle),3.76,Restaurantes
Lithuania,Restaurants - Imported Beer(0.33 liter bottle),4.29,Restaurantes
Sweden,Restaurants - Imported Beer(0.33 liter bottle),6.45,Restaurantes
Singapore,Restaurants - Imported Beer(0.33 liter bottle),7.39,Restaurantes
Portugal,Restaurants - Imported Beer(0.33 liter bottle),3.22,Restaurantes
Latvia,Restaurants - Imported Beer(0.33 liter bottle),3.81,Restaurantes
Bulgaria,Restaurants - Imported Beer(0.33 liter bottle),2.74,Restaurantes
Croatia,Restaurants - Imported Beer(0.33 liter bottle),3.22,Restaurantes
Montenegro,Restaurants - Imported Beer(0.33 liter bottle),3.01,Restaurantes
Albania,Restaurants - Imported Beer(0.33 liter bottle),3.21,Restaurantes
Hungary,Restaurants - Imported Beer(0.33 liter bottle),2.21,Restaurantes
Armenia,Restaurants - Imported Beer(0.33 liter bottle),3.1,Restaurantes
Panama,Restaurants - Imported Beer(0.33 liter bottle),3.12,Restaurantes
Venezuela,Restaurants - Imported Beer(0.33 liter bottle),2.5,Restaurantes
Costa Rica,Restaurants - Imported Beer(0.33 liter bottle),4.91,Restaurantes
Romania,Restaurants - Imported Beer(0.33 liter bottle),3.02,Restaurantes
Mexico,Restaurants - Imported Beer(0.33 liter bottle),4.29,Restaurantes
Georgia,Restaurants - Imported Beer(0.33 liter bottle),2.62,Restaurantes
Kazakhstan,Restaurants - Imported Beer(0.33 liter bottle),2.71,Restaurantes
Hong Kong (China),Restaurants - Imported Beer(0.33 liter bottle),6.4,Restaurantes
Azerbaijan,Market - Imported Beer(0.33 liter bottle),2.35,"Alimentos, bebidas y tabaco"
Poland,Restaurants - Imported Beer(0.33 liter bottle),3.72,Restaurantes
Slovakia,Restaurants - Imported Beer(0.33 liter bottle),2.68,Restaurantes
Czech Republic,Restaurants - Imported Beer(0.33 liter bottle),2.57,Restaurantes
Chile,Restaurants - Imported Beer(0.33 liter bottle),4.0,Restaurantes
Serbia,Restaurants - Imported Beer(0.33 liter bottle),2.75,Restaurantes
United Arab Emirates,Restaurants - Imported Beer(0.33 liter bottle),10.89,Restaurantes
South Africa,Restaurants - Imported Beer(0.33 liter bottle),2.26,Restaurantes
Turkey,Restaurants - Imported Beer(0.33 liter bottle),3.71,Restaurantes
Belarus,Restaurants - Imported Beer(0.33 liter bottle),1.92,Restaurantes
Russia,Restaurants - Imported Beer(0.33 liter bottle),2.18,Restaurantes
Moldova,Restaurants - Imported Beer(0.33 liter bottle),2.15,Restaurantes
South Korea,Restaurants - Imported Beer(0.33 liter bottle),4.4,Restaurantes
Jordan,Restaurants - Imported Beer(0.33 liter bottle),7.06,Restaurantes
Argentina,Restaurants - Imported Beer(0.33 liter bottle),2.5,Restaurantes
Cuba,Restaurants - Imported Beer(0.33 liter bottle),3.0,Restaurantes
Palestine,Restaurants - Imported Beer(0.33 liter bottle),4.03,Restaurantes
Jamaica,Restaurants - Imported Beer(0.33 liter bottle),3.21,Restaurantes
Japan,Restaurants - Imported Beer(0.33 liter bottle),3.91,Restaurantes
Mauritius,Restaurants - Imported Beer(0.33 liter bottle),2.6,Restaurantes
Ukraine,Restaurants - Imported Beer(0.33 liter bottle),1.52,Restaurantes
Brazil,Restaurants - Imported Beer(0.33 liter bottle),2.93,Restaurantes
Bosnia And Herzegovina,Restaurants - Imported Beer(0.33 liter bottle),1.78,Restaurantes
North Macedonia,Restaurants - Imported Beer(0.33 liter bottle),2.61,Restaurantes
Oman,Restaurants - Imported Beer(0.33 liter bottle),11.69,Restaurantes
Uzbekistan,Restaurants - Imported Beer(0.33 liter bottle),3.0,Restaurantes
Taiwan,Restaurants - Imported Beer(0.33 liter bottle),2.47,Restaurantes
Colombia,Restaurants - Imported Beer(0.33 liter bottle),2.5,Restaurantes
Iraq,Restaurants - Imported Beer(0.33 liter bottle),2.4,Restaurantes
Peru,Restaurants - Imported Beer(0.33 liter bottle),3.73,Restaurantes
Kenya,Restaurants - Imported Beer(0.33 liter bottle),2.8,Restaurantes
Egypt,Restaurants - Imported Beer(0.33 liter bottle),2.5,Restaurantes
Ecuador,Restaurants - Imported Beer(0.33 liter bottle),3.5,Restaurantes
Philippines,Restaurants - Imported Beer(0.33 liter bottle),2.09,Restaurantes
Morocco,Restaurants - Imported Beer(0.33 liter bottle),3.47,Restaurantes
China,Restaurants - Imported Beer(0.33 liter bottle),2.21,Restaurantes
Tunisia,Restaurants - Imported Beer(0.33 liter bottle),1.91,Restaurantes
Sri Lanka,Restaurants - Imported Beer(0.33 liter bottle),3.04,Restaurantes
India,Restaurants - Imported Beer(0.33 liter bottle),3.6,Restaurantes
Malaysia,Restaurants - Imported Beer(0.33 liter bottle),4.22,Restaurantes
Bolivia,Restaurants - Imported Beer(0.33 liter bottle),3.31,Restaurantes
Thailand,Restaurants - Imported Beer(0.33 liter bottle),3.26,Restaurantes
Algeria,Market - Imported Beer(0.33 liter bottle),2.0,"Alimentos, bebidas y tabaco"
Nigeria,Market - Imported Beer(0.33 liter bottle),1.31,"Alimentos, bebidas y tabaco"
Vietnam,Restaurants - Imported Beer(0.33 liter bottle),1.57,Restaurantes
Nepal,Restaurants - Imported Beer(0.33 liter bottle),3.38,Restaurantes
Indonesia,Restaurants - Imported Beer(0.33 liter bottle),3.73,Restaurantes
Switzerland,Coke/Pepsi(0.33 liter bottle),4.67,Restaurantes
Denmark,Coke/Pepsi(0.33 liter bottle),3.93,Restaurantes
United States,Coke/Pepsi(0.33 liter bottle),2.49,Restaurantes
Belgium,Coke/Pepsi(0.33 liter bottle),2.75,Restaurantes
Luxembourg,Coke/Pepsi(0.33 liter bottle),3.26,Restaurantes
United Kingdom,Coke/Pepsi(0.33 liter bottle),2.17,Restaurantes
Israel,Coke/Pepsi(0.33 liter bottle),2.62,Restaurantes
Canada,Coke/Pepsi(0.33 liter bottle),2.11,Restaurantes
Norway,Coke/Pepsi(0.33 liter bottle),3.03,Restaurantes
Netherlands,Coke/Pepsi(0.33 liter bottle),2.86,Restaurantes
Ireland,Coke/Pepsi(0.33 liter bottle),2.44,Restaurantes
Australia,Coke/Pepsi(0.33 liter bottle),2.67,Restaurantes
Greece,Coke/Pepsi(0.33 liter bottle),2.18,Restaurantes
Uruguay,Coke/Pepsi(0.33 liter bottle),2.35,Restaurantes
Cyprus,Coke/Pepsi(0.33 liter bottle),1.98,Restaurantes
Austria,Coke/Pepsi(0.33 liter bottle),3.04,Restaurantes
Italy,Coke/Pepsi(0.33 liter bottle),2.61,Restaurantes
Malta,Coke/Pepsi(0.33 liter bottle),2.28,Restaurantes
France,Coke/Pepsi(0.33 liter bottle),2.98,Restaurantes
Finland,Coke/Pepsi(0.33 liter bottle),2.69,Restaurantes
New Zealand,Coke/Pepsi(0.33 liter bottle),2.3,Restaurantes
Germany,Coke/Pepsi(0.33 liter bottle),2.9,Restaurantes
Spain,Coke/Pepsi(0.33 liter bottle),2.13,Restaurantes
Estonia,Coke/Pepsi(0.33 liter bottle),2.11,Restaurantes
Slovenia,Coke/Pepsi(0.33 liter bottle),2.66,Restaurantes
Lithuania,Coke/Pepsi(0.33 liter bottle),2.14,Restaurantes
Sweden,Coke/Pepsi(0.33 liter bottle),2.16,Restaurantes
Singapore,Coke/Pepsi(0.33 liter bottle),1.5,Restaurantes
Portugal,Coke/Pepsi(0.33 liter bottle),1.69,Restaurantes
Latvia,Coke/Pepsi(0.33 liter bottle),1.53,Restaurantes
Bulgaria,Coke/Pepsi(0.33 liter bottle),1.32,Restaurantes
Croatia,Coke/Pepsi(0.33 liter bottle),2.57,Restaurantes
Montenegro,Coke/Pepsi(0.33 liter bottle),2.12,Restaurantes
Albania,Coke/Pepsi(0.33 liter bottle),1.61,Restaurantes
Hungary,Coke/Pepsi(0.33 liter bottle),1.33,Restaurantes
Armenia,Coke/Pepsi(0.33 liter bottle),0.94,Restaurantes
Panama,Coke/Pepsi(0.33 liter bottle),1.57,Restaurantes
Venezuela,Coke/Pepsi(0.33 liter bottle),1.19,Restaurantes
Costa Rica,Coke/Pepsi(0.33 liter bottle),2.1,Restaurantes
Romania,Coke/Pepsi(0.33 liter bottle),1.8,Restaurantes
Mexico,Coke/Pepsi(0.33 liter bottle),1.31,Restaurantes
Georgia,Coke/Pepsi(0.33 liter bottle),0.84,Restaurantes
Kazakhstan,Coke/Pepsi(0.33 liter bottle),0.92,Restaurantes
Hong Kong (China),Coke/Pepsi(0.33 liter bottle),1.33,Restaurantes
Azerbaijan,Coke/Pepsi(0.33 liter bottle),0.68,Restaurantes
Poland,Coke/Pepsi(0.33 liter bottle),1.81,Restaurantes
Slovakia,Coke/Pepsi(0.33 liter bottle),1.76,Restaurantes
Czech Republic,Coke/Pepsi(0.33 liter bottle),1.56,Restaurantes
Chile,Coke/Pepsi(0.33 liter bottle),1.33,Restaurantes
Serbia,Coke/Pepsi(0.33 liter bottle),1.77,Restaurantes
Qatar,Coke/Pepsi(0.33 liter bottle),0.91,Restaurantes
United Arab Emirates,Coke/Pepsi(0.33 liter bottle),1.11,Restaurantes
South Africa,Coke/Pepsi(0.33 liter bottle),0.92,Restaurantes
Turkey,Coke/Pepsi(0.33 liter bottle),1.1,Restaurantes
Belarus,Coke/Pepsi(0.33 liter bottle),0.69,Restaurantes
Russia,Coke/Pepsi(0.33 liter bottle),0.83,Restaurantes
Moldova,Coke/Pepsi(0.33 liter bottle),0.86,Restaurantes
South Korea,Coke/Pepsi(0.33 liter bottle),1.45,Restaurantes
Jordan,Coke/Pepsi(0.33 liter bottle),0.48,Restaurantes
Argentina,Coke/Pepsi(0.33 liter bottle),1.18,Restaurantes
Cuba,Coke/Pepsi(0.33 liter bottle),2.15,Restaurantes
Palestine,Coke/Pepsi(0.33 liter bottle),0.78,Restaurantes
Jamaica,Coke/Pepsi(0.33 liter bottle),1.24,Restaurantes
Saudi Arabia,Coke/Pepsi(0.33 liter bottle),0.74,Restaurantes
Japan,Coke/Pepsi(0.33 liter bottle),1.02,Restaurantes
Kuwait,Coke/Pepsi(0.33 liter bottle),0.54,Restaurantes
Mauritius,Coke/Pepsi(0.33 liter bottle),0.97,Restaurantes
Ukraine,Coke/Pepsi(0.33 liter bottle),0.64,Restaurantes
Brazil,Coke/Pepsi(0.33 liter bottle),1.13,Restaurantes
Bosnia And Herzegovina,Coke/Pepsi(0.33 liter bottle),1.5,Restaurantes
North Macedonia,Coke/Pepsi(0.33 liter bottle),1.48,Restaurantes
Oman,Coke/Pepsi(0.33 liter bottle),0.78,Restaurantes
Uzbekistan,Coke/Pepsi(0.33 liter bottle),0.53,Restaurantes
Taiwan,Coke/Pepsi(0.33 liter bottle),0.99,Restaurantes
Colombia,Coke/Pepsi(0.33 liter bottle),0.84,Restaurantes
Iraq,Coke/Pepsi(0.33 liter bottle),0.44,Restaurantes
Libya,Coke/Pepsi(0.33 liter bottle),0.47,Restaurantes
Peru,Coke/Pepsi(0.33 liter bottle),0.81,Restaurantes
Iran,Coke/Pepsi(0.33 liter bottle),0.59,Restaurantes
Kenya,Coke/Pepsi(0.33 liter bottle),0.56,Restaurantes
Egypt,Coke/Pepsi(0.33 liter bottle),0.24,Restaurantes
Ecuador,Coke/Pepsi(0.33 liter bottle),0.99,Restaurantes
Philippines,Coke/Pepsi(0.33 liter bottle),0.73,Restaurantes
Morocco,Coke/Pepsi(0.33 liter bottle),0.55,Restaurantes
China,Coke/Pepsi(0.33 liter bottle),0.46,Restaurantes
Tunisia,Coke/Pepsi(0.33 liter bottle),0.57,Restaurantes
Sri Lanka,Coke/Pepsi(0.33 liter bottle),0.71,Restaurantes
India,Coke/Pepsi(0.33 liter bottle),0.43,Restaurantes
Malaysia,Coke/Pepsi(0.33 liter bottle),0.68,Restaurantes
Bolivia,Coke/Pepsi(0.33 liter bottle),0.87,Restaurantes
Thailand,Coke/Pepsi(0.33 liter bottle),0.61,Restaurantes
Algeria,Coke/Pepsi(0.33 liter bottle),0.53,Restaurantes
Nigeria,Coke/Pepsi(0.33 liter bottle),0.37,Restaurantes
Vietnam,Coke/Pepsi(0.33 liter bottle),0.51,Restaurantes
Nepal,Coke/Pepsi(0.33 liter bottle),0.49,Restaurantes
Indonesia,Coke/Pepsi(0.33 liter bottle),0.56,Restaurantes
Bangladesh,Coke/Pepsi(0.33 liter bottle),0.29,Restaurantes
Pakistan,Coke/Pepsi(0.33 liter bottle),0.29,Restaurantes
Switzerland,Water(0.33 liter bottle),4.21,Restaurantes
Denmark,Water(0.33 liter bottle),2.97,Restaurantes
United States,Water(0.33 liter bottle),2.06,Restaurantes
Belgium,Water(0.33 liter bottle),2.47,Restaurantes
Luxembourg,Water(0.33 liter bottle),3.15,Restaurantes
United Kingdom,Water(0.33 liter bottle),1.56,Restaurantes
Israel,Water(0.33 liter bottle),2.15,Restaurantes
Canada,Water(0.33 liter bottle),1.72,Restaurantes
Norway,Water(0.33 liter bottle),2.5,Restaurantes
Netherlands,Water(0.33 liter bottle),2.39,Restaurantes
Ireland,Water(0.33 liter bottle),1.87,Restaurantes
Australia,Water(0.33 liter bottle),2.23,Restaurantes
Greece,Water(0.33 liter bottle),0.54,Restaurantes
Uruguay,Water(0.33 liter bottle),1.81,Restaurantes
Cyprus,Water(0.33 liter bottle),0.91,Restaurantes
Austria,Water(0.33 liter bottle),2.55,Restaurantes
Italy,Water(0.33 liter bottle),1.21,Restaurantes
Malta,Water(0.33 liter bottle),1.58,Restaurantes
France,Water(0.33 liter bottle),2.05,Restaurantes
Finland,Water(0.33 liter bottle),1.84,Restaurantes
New Zealand,Water(0.33 liter bottle),2.02,Restaurantes
Germany,Water(0.33 liter bottle),2.58,Restaurantes
Spain,Water(0.33 liter bottle),1.6,Restaurantes
Estonia,Water(0.33 liter bottle),1.82,Restaurantes
Slovenia,Water(0.33 liter bottle),1.89,Restaurantes
Lithuania,Water(0.33 liter bottle),1.74,Restaurantes
Sweden,Water(0.33 liter bottle),1.92,Restaurantes
Singapore,Water(0.33 liter bottle),1.12,Restaurantes
Portugal,Water(0.33 liter bottle),1.19,Restaurantes
Latvia,Water(0.33 liter bottle),1.22,Restaurantes
Bulgaria,Water(0.33 liter bottle),0.83,Restaurantes
Croatia,Water(0.33 liter bottle),1.79,Restaurantes
Montenegro,Water(0.33 liter bottle),1.43,Restaurantes
Albania,Water(0.33 liter bottle),0.8,Restaurantes
Hungary,Water(0.33 liter bottle),1.01,Restaurantes
Armenia,Water(0.33 liter bottle),0.58,Restaurantes
Panama,Water(0.33 liter bottle),1.22,Restaurantes
Venezuela,Water(0.33 liter bottle),0.89,Restaurantes
Costa Rica,Water(0.33 liter bottle),1.64,Restaurantes
Romania,Water(0.33 liter bottle),1.61,Restaurantes
Mexico,Water(0.33 liter bottle),0.97,Restaurantes
Georgia,Water(0.33 liter bottle),0.44,Restaurantes
Kazakhstan,Water(0.33 liter bottle),0.52,Restaurantes
Hong Kong (China),Water(0.33 liter bottle),1.12,Restaurantes
Azerbaijan,Water(0.33 liter bottle),0.37,Restaurantes
Poland,Water(0.33 liter bottle),1.43,Restaurantes
Slovakia,Water(0.33 liter bottle),1.47,Restaurantes
Czech Republic,Water(0.33 liter bottle),1.42,Restaurantes
Chile,Water(0.33 liter bottle),1.06,Restaurantes
Serbia,Water(0.33 liter bottle),1.25,Restaurantes
Qatar,Water(0.33 liter bottle),0.37,Restaurantes
United Arab Emirates,Water(0.33 liter bottle),0.66,Restaurantes
South Africa,Water(0.33 liter bottle),0.7,Restaurantes
Turkey,Water(0.33 liter bottle),0.44,Restaurantes
Belarus,Water(0.33 liter bottle),0.42,Restaurantes
Russia,Water(0.33 liter bottle),0.42,Restaurantes
Moldova,Water(0.33 liter bottle),0.58,Restaurantes
South Korea,Water(0.33 liter bottle),0.76,Restaurantes
Jordan,Water(0.33 liter bottle),0.38,Restaurantes
Argentina,Water(0.33 liter bottle),0.91,Restaurantes
Cuba,Water(0.33 liter bottle),1.3,Restaurantes
Palestine,Water(0.33 liter bottle),0.62,Restaurantes
Jamaica,Water(0.33 liter bottle),0.82,Restaurantes
Saudi Arabia,Water(0.33 liter bottle),0.26,Restaurantes
Japan,Water(0.33 liter bottle),0.73,Restaurantes
Kuwait,Water(0.33 liter bottle),0.4,Restaurantes
Mauritius,Water(0.33 liter bottle),0.59,Restaurantes
Ukraine,Water(0.33 liter bottle),0.43,Restaurantes
Brazil,Water(0.33 liter bottle),0.7,Restaurantes
Bosnia And Herzegovina,Water(0.33 liter bottle),0.95,Restaurantes
North Macedonia,Water(0.33 liter bottle),1.06,Restaurantes
Oman,Water(0.33 liter bottle),0.3,Restaurantes
Uzbekistan,Water(0.33 liter bottle),0.34,Restaurantes
Taiwan,Water(0.33 liter bottle),0.67,Restaurantes
Colombia,Water(0.33 liter bottle),0.63,Restaurantes
Iraq,Water(0.33 liter bottle),0.2,Restaurantes
Libya,Water(0.33 liter bottle),0.16,Restaurantes
Peru,Water(0.33 liter bottle),0.51,Restaurantes
Iran,Water(0.33 liter bottle),0.77,Restaurantes
Kenya,Water(0.33 liter bottle),0.48,Restaurantes
Egypt,Water(0.33 liter bottle),0.12,Restaurantes
Ecuador,Water(0.33 liter bottle),0.68,Restaurantes
Philippines,Water(0.33 liter bottle),0.38,Restaurantes
Morocco,Water(0.33 liter bottle),0.36,Restaurantes
China,Water(0.33 liter bottle),0.3,Restaurantes
Tunisia,Water(0.33 liter bottle),0.27,Restaurantes
Sri Lanka,Water(0.33 liter bottle),0.36,Restaurantes
India,Water(0.33 liter bottle),0.19,Restaurantes
Malaysia,Water(0.33 liter bottle),0.4,Restaurantes
Bolivia,Water(0.33 liter bottle),0.71,Restaurantes
Thailand,Water(0.33 liter bottle),0.33,Restaurantes
Algeria,Water(0.33 liter bottle),0.22,Restaurantes
Nigeria,Water(0.33 liter bottle),0.24,Restaurantes
Vietnam,Water(0.33 liter bottle),0.3,Restaurantes
Nepal,Water(0.33 liter bottle),0.18,Restaurantes
Indonesia,Water(0.33 liter bottle),0.32,Restaurantes
Bangladesh,Water(0.33 liter bottle),0.16,Restaurantes
Pakistan,Water(0.33 liter bottle),0.22,Restaurantes
Switzerland,Loaf of Fresh White Bread(500g),3.41,"Alimentos, bebidas y tabaco"
Denmark,Loaf of Fresh White Bread(500g),3.17,"Alimentos, bebidas y tabaco"
United States,Loaf of Fresh White Bread(500g),3.56,"Alimentos, bebidas y tabaco"
Belgium,Loaf of Fresh White Bread(500g),2.21,"Alimentos, bebidas y tabaco"
Luxembourg,Loaf of Fresh White Bread(500g),2.81,"Alimentos, bebidas y tabaco"
United Kingdom,Loaf of Fresh White Bread(500g),1.52,"Alimentos, bebidas y tabaco"
Israel,Loaf of Fresh White Bread(500g),2.4,"Alimentos, bebidas y tabaco"
Canada,Loaf of Fresh White Bread(500g),2.64,"Alimentos, bebidas y tabaco"
Norway,Loaf of Fresh White Bread(500g),3.01,"Alimentos, bebidas y tabaco"
Netherlands,Loaf of Fresh White Bread(500g),1.73,"Alimentos, bebidas y tabaco"
Ireland,Loaf of Fresh White Bread(500g),1.86,"Alimentos, bebidas y tabaco"
Australia,Loaf of Fresh White Bread(500g),2.48,"Alimentos, bebidas y tabaco"
Greece,Loaf of Fresh White Bread(500g),1.34,"Alimentos, bebidas y tabaco"
Uruguay,Loaf of Fresh White Bread(500g),2.84,"Alimentos, bebidas y tabaco"
Cyprus,Loaf of Fresh White Bread(500g),2.02,"Alimentos, bebidas y tabaco"
Austria,Loaf of Fresh White Bread(500g),2.63,"Alimentos, bebidas y tabaco"
