categoria_propia,pais,precio_relativo
Restaurantes,Azerbaijan,1.740103485000846
Cuidado personal,Azerbaijan,2.422814982973893
Nafta,Azerbaijan,1.035695440136517
Comunicaciones,Azerbaijan,0.8814102564102564
Ocio,Azerbaijan,2.322033898305085
Ropa y calzado,Azerbaijan,0.9063079777365493
Electrodomésticos,Azerbaijan,1.212538237565427
Tarifa horaria trabajo doméstico,Azerbaijan,1.15166769333436
Alquiler,Azerbaijan,2.076910299003322
Transporte,Azerbaijan,2.070393374741201
Servicios públicos,Azerbaijan,1.666666666666667
Vehículos,Azerbaijan,1.260808737250654
"Alimentos, bebidas y tabaco",Bangladesh,1.385638572102986
Restaurantes,Bangladesh,1.407916637041845
Cuidado personal,Bangladesh,3.062599409225176
Nafta,Bangladesh,1.748615031080494
Comunicaciones,Bangladesh,0.5089932928674983
Ocio,Bangladesh,0.5805084745762713
Ropa y calzado,Bangladesh,1.934343434343434
Electrodomésticos,Bangladesh,1.231633194445471
Tarifa horaria trabajo doméstico,Bangladesh,1.553602077687444
Alquiler,Bangladesh,1.70499800876145
Transporte,Bangladesh,5.494505494505495
Servicios públicos,Bangladesh,0.9857142857142858
Vehículos,Bangladesh,0.5682014744038548
"Alimentos, bebidas y tabaco",Belarus,2.013580436133597
Restaurantes,Belarus,2.026558876238667
Cuidado personal,Belarus,2.015860719329575
Nafta,Belarus,1.482026477856395
Comunicaciones,Belarus,0.8683404171196996
Ocio,Belarus,1.902777777777778
Ropa y calzado,Belarus,2.658333333333333
Electrodomésticos,Belarus,1.692491794873192
Tarifa horaria trabajo doméstico,Belarus,1.188079403889673
Alquiler,Belarus,2.807954545454545
Transporte,Belarus,1.0
Servicios públicos,Belarus,2.5
Vehículos,Belarus,3.658111824014665
"Alimentos, bebidas y tabaco",Belgium,0.7498009095483045
Restaurantes,Belgium,0.6252479571020537
Cuidado personal,Belgium,0.681034412042164
Nafta,Belgium,0.7336287227818616
Comunicaciones,Belgium,0.7872424520603836
Ocio,Belgium,0.7365591397849462
Ropa y calzado,Belgium,0.8112516753293452
Electrodomésticos,Belgium,0.6279984748867351
Tarifa horaria trabajo doméstico,Belgium,0.7950890002283887
Alquiler,Belgium,0.4884388390330666
Transporte,Belgium,0.7692307692307693
Servicios públicos,Belgium,0.6388888888888888
Vehículos,Belgium,0.8248535214635896
"Alimentos, bebidas y tabaco",Bolivia,1.577104812464856
Restaurantes,Bolivia,2.370303627400852
Cuidado personal,Bolivia,1.002741228070176
Nafta,Bolivia,1.164539050873344
Comunicaciones,Bolivia,1.006413407821229
Ocio,Bolivia,2.446428571428571
Ropa y calzado,Bolivia,1.352857142857143
Electrodomésticos,Bolivia,1.61991564457836
Tarifa horaria trabajo doméstico,Bolivia,1.135296297911307
Alquiler,Bolivia,2.743135011441647
Transporte,Bolivia,2.544529262086514
Servicios públicos,Bolivia,1.346153846153846
Vehículos,Bolivia,1.621792639034018
"Alimentos, bebidas y tabaco",Bosnia And Herzegovina,1.263556987953139
Restaurantes,Bosnia And Herzegovina,2.185312985940064
Cuidado personal,Bosnia And Herzegovina,1.452052868391451
Nafta,Bosnia And Herzegovina,1.338976276771458
Comunicaciones,Bosnia And Herzegovina,0.8601939472065157
Ocio,Bosnia And Herzegovina,0.9319727891156464
Ropa y calzado,Bosnia And Herzegovina,1.71875
Electrodomésticos,Bosnia And Herzegovina,1.484497209440139
Tarifa horaria trabajo doméstico,Bosnia And Herzegovina,0.8757149826917269
Alquiler,Bosnia And Herzegovina,0.8110218652387327
Transporte,Bosnia And Herzegovina,1.666666666666667
Servicios públicos,Bosnia And Herzegovina,1.25
Vehículos,Bosnia And Herzegovina,2.033704593433792
"Alimentos, bebidas y tabaco",Brazil,1.396036993424503
Restaurantes,Brazil,1.519360686475236
Cuidado personal,Brazil,0.9092022053726632
Nafta,Brazil,1.345081310363308
Comunicaciones,Brazil,0.9745024093861304
Ocio,Brazil,1.234234234234234
Ropa y calzado,Brazil,1.372222222222222
Electrodomésticos,Brazil,1.431378788521646
Tarifa horaria trabajo doméstico,Brazil,1.237542595385733
Alquiler,Brazil,0.8875790875790877
Transporte,Brazil,2.347417840375587
Servicios públicos,Brazil,0.7340425531914894
Vehículos,Brazil,1.28151376146789
"Alimentos, bebidas y tabaco",Bulgaria,1.202830914211523
Restaurantes,Bulgaria,1.563846278199275
Cuidado personal,Bulgaria,1.192671394799054
Nafta,Bulgaria,1.035153847765902
Comunicaciones,Bulgaria,1.169585798816568
Ocio,Bulgaria,0.9194630872483224
Ropa y calzado,Bulgaria,1.716516741629186
Electrodomésticos,Bulgaria,1.327822621181783
Tarifa horaria trabajo doméstico,Bulgaria,1.278290598290598
Alquiler,Bulgaria,0.9979045776918116
Transporte,Bulgaria,0.5
Servicios públicos,Bulgaria,1.521739130434783
Vehículos,Bulgaria,1.168814325161074
"Alimentos, bebidas y tabaco",Canada,0.607348796886925
Restaurantes,Canada,0.492216815930036
Cuidado personal,Canada,0.7174540900957382
Nafta,Canada,0.7480836834226975
Comunicaciones,Canada,1.025146870732077
Ocio,Canada,1.132231404958678
Ropa y calzado,Canada,0.6804451929336296
Electrodomésticos,Canada,0.707083865102204
Tarifa horaria trabajo doméstico,Canada,0.9899981831213974
Alquiler,Canada,0.9621732145465168
Transporte,Canada,0.4545454545454545
Servicios públicos,Canada,0.4423076923076923
Vehículos,Canada,1.149339696383758
"Alimentos, bebidas y tabaco",Chile,1.186554393886076
Restaurantes,Chile,1.174339171632419
Cuidado personal,Chile,1.163839965209828
Nafta,Chile,1.02551786657305
Comunicaciones,Chile,1.399572649572649
Ocio,Chile,1.007352941176471
Ropa y calzado,Chile,1.298717948717949
Electrodomésticos,Chile,0.9377448170402496
Tarifa horaria trabajo doméstico,Chile,1.39141661736453
Alquiler,Chile,1.732363719651855
Transporte,Chile,0.9090909090909092
Servicios públicos,Chile,0.8023255813953488
Vehículos,Chile,1.689261095658483
"Alimentos, bebidas y tabaco",China,1.346831399178978
Restaurantes,China,0.7667404077736502
Cuidado personal,China,1.884348290598291
Nafta,China,1.158664069366672
Comunicaciones,China,1.882685020493388
Ocio,China,1.181034482758621
Ropa y calzado,China,0.7751261795040597
Electrodomésticos,China,1.346764514671187
Tarifa horaria trabajo doméstico,China,1.076619601328904
Alquiler,China,1.609454545454545
Transporte,China,1.666666666666667
Servicios públicos,China,0.9857142857142858
Vehículos,China,1.214493761683259
"Alimentos, bebidas y tabaco",Colombia,1.449116913636197
Restaurantes,Colombia,1.617713847568618
Cuidado personal,Colombia,1.385473270196139
Nafta,Colombia,1.20785989585787
Comunicaciones,Colombia,0.9963643488483476
Ocio,Colombia,1.304761904761905
Ropa y calzado,Colombia,1.522321428571429
Electrodomésticos,Colombia,1.580110222783271
Tarifa horaria trabajo doméstico,Colombia,1.23317630169377
Alquiler,Colombia,1.571795848409827
Transporte,Colombia,2.320185614849188
Servicios públicos,Colombia,0.9078947368421052
Vehículos,Colombia,1.391423448550652
"Alimentos, bebidas y tabaco",Costa Rica,0.7665503168628127
Restaurantes,Costa Rica,1.174102562494094
Cuidado personal,Costa Rica,1.178571428571429
Nafta,Costa Rica,0.7027824211851361
Comunicaciones,Costa Rica,0.9612184976755568
Ocio,Costa Rica,1.0
Ropa y calzado,Costa Rica,1.18735632183908
Electrodomésticos,Costa Rica,0.8718834200346806
Tarifa horaria trabajo doméstico,Costa Rica,1.008742833742834
Alquiler,Costa Rica,2.062725188339338
Transporte,Costa Rica,2.242152466367713
Servicios públicos,Costa Rica,0.8023255813953488
Vehículos,Costa Rica,0.9772276526420172
"Alimentos, bebidas y tabaco",Croatia,0.9943183168243072
Restaurantes,Croatia,1.095956744329603
Cuidado personal,Croatia,0.8704848425002469
Nafta,Croatia,1.205032100868195
Comunicaciones,Croatia,0.8586246388505687
Ocio,Croatia,0.8782051282051282
Ropa y calzado,Croatia,1.177884615384615
Electrodomésticos,Croatia,0.91928569346961
Tarifa horaria trabajo doméstico,Croatia,1.241006641741936
Alquiler,Croatia,0.8750649350649351
Transporte,Croatia,0.5882352941176471
Servicios públicos,Croatia,0.6388888888888888
Vehículos,Croatia,1.053193093568574
"Alimentos, bebidas y tabaco",Cyprus,0.7854077650040227
Restaurantes,Cyprus,0.8567705288779329
Cuidado personal,Cyprus,1.72177244245921
Nafta,Cyprus,0.8304231909011163
Comunicaciones,Cyprus,0.928172704488494
Ocio,Cyprus,0.8303030303030304
Ropa y calzado,Cyprus,1.019500710732054
Electrodomésticos,Cyprus,0.7201473504857873
Tarifa horaria trabajo doméstico,Cyprus,0.8583244086422053
Alquiler,Cyprus,0.5282880755608028
Transporte,Cyprus,1.25
Servicios públicos,Cyprus,0.6764705882352942
Vehículos,Cyprus,1.182168246445498
"Alimentos, bebidas y tabaco",Czech Republic,1.156250682875757
Restaurantes,Czech Republic,0.6958051602852703
Cuidado personal,Czech Republic,0.9202247191011236
Nafta,Czech Republic,0.8762867367657914
Comunicaciones,Czech Republic,0.7403428571428572
Ocio,Czech Republic,0.8203592814371259
Ropa y calzado,Czech Republic,0.639648033126294
Electrodomésticos,Czech Republic,1.149620713351231
Tarifa horaria trabajo doméstico,Czech Republic,0.8128591067377442
Alquiler,Czech Republic,0.6138585393904543
Transporte,Czech Republic,0.8333333333333334
Servicios públicos,Czech Republic,1.458333333333333
Vehículos,Czech Republic,0.8991462460896767
"Alimentos, bebidas y tabaco",Denmark,0.6809069050068123
Restaurantes,Denmark,0.4424755658220275
Cuidado personal,Denmark,0.8629918883229579
Nafta,Denmark,0.9618364670002736
Comunicaciones,Denmark,1.204032630444821
Ocio,Denmark,0.6682926829268294
Ropa y calzado,Denmark,0.6456950456950457
Electrodomésticos,Denmark,0.5192276692024836
Tarifa horaria trabajo doméstico,Denmark,0.7718013914328867
Alquiler,Denmark,0.4973919011667811
Transporte,Denmark,0.2380952380952381
Servicios públicos,Denmark,0.359375
Vehículos,Denmark,0.5106505043027667
"Alimentos, bebidas y tabaco",Dominican Republic,1.186847306113069
Restaurantes,Dominican Republic,1.655874856626802
Cuidado personal,Dominican Republic,1.163519129690747
Nafta,Dominican Republic,1.25891126519246
Comunicaciones,Dominican Republic,0.9142284640209952
Ocio,Dominican Republic,1.030075187969925
Ropa y calzado,Dominican Republic,1.19212715389186
Electrodomésticos,Dominican Republic,1.105348896604376
Tarifa horaria trabajo doméstico,Dominican Republic,1.339471182825613
Alquiler,Dominican Republic,2.360084033613445
Transporte,Dominican Republic,0.4761904761904762
Servicios públicos,Dominican Republic,0.6509433962264151
Vehículos,Dominican Republic,2.567502986857825
"Alimentos, bebidas y tabaco",Ecuador,1.225470312611594
Restaurantes,Ecuador,1.528600662896749
Cuidado personal,Ecuador,0.6947931122572271
Nafta,Ecuador,0.9932687279307986
Comunicaciones,Ecuador,0.8749001996007983
Ocio,Ecuador,1.473118279569892
Ropa y calzado,Ecuador,1.018634259259259
Electrodomésticos,Ecuador,1.270947806460797
Tarifa horaria trabajo doméstico,Ecuador,1.000682184391201
Alquiler,Ecuador,2.194915254237288
Transporte,Ecuador,1.25
Servicios públicos,Ecuador,1.521739130434783
Vehículos,Ecuador,1.380218368657675
"Alimentos, bebidas y tabaco",Egypt,2.788789707203407
Restaurantes,Egypt,2.86054373944083
Cuidado personal,Egypt,2.440641130127683
Nafta,Egypt,3.385742414922071
Comunicaciones,Egypt,0.948583509513742
Ocio,Egypt,5.269230769230769
Ropa y calzado,Egypt,2.091855004898483
Electrodomésticos,Egypt,2.267927003505554
Tarifa horaria trabajo doméstico,Egypt,1.039049830458499
Alquiler,Egypt,3.91705069124424
Transporte,Egypt,3.584229390681004
Servicios públicos,Egypt,1.590909090909091
Vehículos,Egypt,1.063011300939843
"Alimentos, bebidas y tabaco",Estonia,1.057729735788506
Restaurantes,Estonia,0.9802495814579316
Cuidado personal,Estonia,0.9397518878101404
Nafta,Estonia,0.5732371603060439
Comunicaciones,Estonia,0.7822231387915034
Ocio,Estonia,0.7405405405405405
Ropa y calzado,Estonia,0.726984126984127
Electrodomésticos,Estonia,0.7600708778858224
Tarifa horaria trabajo doméstico,Estonia,0.8848210036888404
Alquiler,Estonia,0.5822168785068131
Transporte,Estonia,0.5555555555555556
Servicios públicos,Estonia,1.166666666666667
Vehículos,Estonia,0.7858566871724767
"Alimentos, bebidas y tabaco",Finland,0.7395245407694394
Restaurantes,Finland,0.5138766936168139
Cuidado personal,Finland,1.160217591355716
Nafta,Finland,0.9506989773235496
Comunicaciones,Finland,1.070063694267516
Ocio,Finland,0.6431924882629109
Ropa y calzado,Finland,0.5933079976858778
Electrodomésticos,Finland,0.6207491142898386
Tarifa horaria trabajo doméstico,Finland,0.6724465334028218
Alquiler,Finland,1.80125
Transporte,Finland,0.2325581395348837
Servicios públicos,Finland,0.5307692307692308
Vehículos,Finland,0.8862658187190853
"Alimentos, bebidas y tabaco",France,0.7090216030031931
Restaurantes,France,0.6238298935865654
Cuidado personal,France,0.7274055890589832
Nafta,France,1.027482010665983
Comunicaciones,France,0.7765859760722889
Ocio,France,0.6748768472906405
Ropa y calzado,France,0.7264099716154511
Electrodomésticos,France,0.6091817992596843
Tarifa horaria trabajo doméstico,France,0.8295791400659086
Alquiler,France,0.6295922826123492
Transporte,France,0.5555555555555556
Servicios públicos,France,0.5307692307692308
Vehículos,France,0.947626897451748
"Alimentos, bebidas y tabaco",Georgia,1.320426396517956
Restaurantes,Georgia,0.8513661427699112
Cuidado personal,Georgia,1.212217086680606
Nafta,Georgia,0.8885410822010461
Comunicaciones,Georgia,1.02197150997151
Ocio,Georgia,1.245454545454545
Ropa y calzado,Georgia,1.843840579710145
Electrodomésticos,Georgia,1.122130891673608
Tarifa horaria trabajo doméstico,Georgia,0.805743699978369
Alquiler,Georgia,1.74906015037594
Transporte,Georgia,1.428571428571429
Servicios públicos,Georgia,2.1875
Vehículos,Georgia,4.982521847690387
"Alimentos, bebidas y tabaco",Germany,0.8846056476320361
Restaurantes,Germany,0.521402838938484
Cuidado personal,Germany,0.8777163132456067
Nafta,Germany,1.02773002783882
Comunicaciones,Germany,0.917910447761194
Ocio,Germany,0.6989795918367347
Ropa y calzado,Germany,0.7374411979063142
Electrodomésticos,Germany,0.7494494762673587
Tarifa horaria trabajo doméstico,Germany,0.8789711632453567
Alquiler,Germany,0.5330301061295213
Transporte,Germany,0.5263157894736842
Servicios públicos,Germany,0.6272727272727272
Vehículos,Germany,0.7763272655656529
"Alimentos, bebidas y tabaco",Greece,0.921581071243306
Restaurantes,Greece,1.25983612222979
Cuidado personal,Greece,0.8518811786159901
Nafta,Greece,1.205768587225006
Comunicaciones,Greece,0.9962471256887502
Ocio,Greece,0.6618357487922706
Ropa y calzado,Greece,1.182247899159664
Electrodomésticos,Greece,0.837377138492784
Tarifa horaria trabajo doméstico,Greece,0.9423808081342328
Alquiler,Greece,0.6809815950920246
Transporte,Greece,1.428571428571429
Servicios públicos,Greece,1.166666666666667
Vehículos,Greece,0.9058170835795416
"Alimentos, bebidas y tabaco",Guatemala,0.9282717666037376
Restaurantes,Guatemala,1.108965621591802
Cuidado personal,Guatemala,0.7208772779825944
Nafta,Guatemala,0.8789481656569538
Comunicaciones,Guatemala,0.9348894348894348
Ocio,Guatemala,1.0703125
Ropa y calzado,Guatemala,1.171389539422326
Electrodomésticos,Guatemala,1.146748244823674
Tarifa horaria trabajo doméstico,Guatemala,0.940895666555032
Alquiler,Guatemala,1.924649859943978
Transporte,Guatemala,2.164502164502164
Servicios públicos,Guatemala,1.029411764705882
Vehículos,Guatemala,1.142057068105633
"Alimentos, bebidas y tabaco",Hong Kong,0.5863450337518377
Restaurantes,Hong Kong,0.2622518343077712
Cuidado personal,Hong Kong,1.015041322604202
Nafta,Hong Kong,0.8692066192132087
Comunicaciones,Hong Kong,0.963530612244898
Ocio,Hong Kong,0.434920634920635
Ropa y calzado,Hong Kong,0.6763662582628099
Electrodomésticos,Hong Kong,0.7867850016444141
Tarifa horaria trabajo doméstico,Hong Kong,0.9159912557159968
Alquiler,Hong Kong,0.4662515066291683
Transporte,Hong Kong,0.7692307692307693
Servicios públicos,Hong Kong,0.5476190476190477
Vehículos,Hong Kong,1.051488576912944
"Alimentos, bebidas y tabaco",Hungary,1.26257733995497
Restaurantes,Hungary,1.157136146053154
Cuidado personal,Hungary,1.322116169032469
Nafta,Hungary,0.8732823536236118
Comunicaciones,Hungary,1.177259844418983
Ocio,Hungary,0.7873563218390806
Ropa y calzado,Hungary,1.001560758082497
Electrodomésticos,Hungary,1.263818095752531
Tarifa horaria trabajo doméstico,Hungary,0.9886485585471172
Alquiler,Hungary,0.9652271034996276
Transporte,Hungary,0.9090909090909092
Servicios públicos,Hungary,1.346153846153846
Vehículos,Hungary,0.9737102124355989
"Alimentos, bebidas y tabaco",India,2.087640989781962
Restaurantes,India,2.542162297956666
Cuidado personal,India,2.610887940413424
Nafta,India,2.337178515386328
Comunicaciones,India,0.9891602427069164
Ocio,India,1.122950819672131
Ropa y calzado,India,2.275
Electrodomésticos,India,1.764862222643284
Tarifa horaria trabajo doméstico,India,2.125439831104856
Alquiler,India,2.207516339869281
Transporte,India,1.428571428571429
Servicios públicos,India,2.5
Vehículos,India,1.231844437585431
"Alimentos, bebidas y tabaco",Indonesia,1.38834524625849
Restaurantes,Indonesia,1.368481047056549
Cuidado personal,Indonesia,0.8426363008971705
Nafta,Indonesia,2.464645548065629
Comunicaciones,Indonesia,1.340270393437642
Ocio,Indonesia,1.802631578947369
Ropa y calzado,Indonesia,2.088669950738916
Electrodomésticos,Indonesia,2.249645540193962
Tarifa horaria trabajo doméstico,Indonesia,1.269496352757971
Alquiler,Indonesia,1.225642490005711
Transporte,Indonesia,2.232142857142857
Servicios públicos,Indonesia,2.916666666666667
Vehículos,Indonesia,0.8311394921533781
"Alimentos, bebidas y tabaco",Iran,0.188233540971041
Restaurantes,Iran,0.1509154984785998
Cuidado personal,Iran,0.3362450975284429
Nafta,Iran,0.2244313840162027
Comunicaciones,Iran,0.0574518751025037
Ocio,Iran,1.191304347826087
Ropa y calzado,Iran,0.3420290929270814
Electrodomésticos,Iran,0.1472209064336699
Tarifa horaria trabajo doméstico,Iran,0.1164738953296519
Alquiler,Iran,0.0627691513315837
Transporte,Iran,0.2941176470588235
Servicios públicos,Iran,0.2269736842105263
Vehículos,Iran,0.0591420089807203
"Alimentos, bebidas y tabaco",Iraq,1.71240129823803
Restaurantes,Iraq,1.525006587539445
Cuidado personal,Iraq,0.8382719639808487
Nafta,Iraq,1.280258740733736
Comunicaciones,Iraq,1.074518265756724
Ocio,Iraq,2.914893617021277
Ropa y calzado,Iraq,1.174466098727973
Electrodomésticos,Iraq,1.308805458928221
Tarifa horaria trabajo doméstico,Iraq,1.463254650754651
Alquiler,Iraq,0.7358681177388988
Transporte,Iraq,1.941747572815534
Servicios públicos,Iraq,1.129032258064516
Vehículos,Iraq,1.638822080131402
"Alimentos, bebidas y tabaco",Ireland,0.665603350680879
Restaurantes,Ireland,0.3575110325716039
Cuidado personal,Ireland,0.5918638986682729
Nafta,Ireland,0.6863421616231034
Comunicaciones,Ireland,0.9684720603569894
Ocio,Ireland,0.7210526315789475
Ropa y calzado,Ireland,0.5126845189525999
Electrodomésticos,Ireland,0.5985756383657775
Tarifa horaria trabajo doméstico,Ireland,0.8069192129805141
Alquiler,Ireland,0.4925925925925926
Transporte,Ireland,0.5882352941176471
Servicios públicos,Ireland,0.4539473684210527
Vehículos,Ireland,0.8651199247530961
"Alimentos, bebidas y tabaco",Israel,0.7596597445292697
Restaurantes,Israel,0.5437777168898557
Cuidado personal,Israel,1.146071756241248
Nafta,Israel,0.9508829720753418
Comunicaciones,Israel,1.009633278598796
Ocio,Israel,0.6919191919191919
Ropa y calzado,Israel,0.7167200574079224
Electrodomésticos,Israel,0.6295263419093251
Tarifa horaria trabajo doméstico,Israel,0.7679389433573309
Alquiler,Israel,0.706280193236715
Transporte,Israel,0.625
Servicios públicos,Israel,0.575
Vehículos,Israel,0.7569265375541778
"Alimentos, bebidas y tabaco",Italy,0.8528686353067102
Restaurantes,Italy,0.5899251188938825
Cuidado personal,Italy,0.6435990269512354
Nafta,Italy,0.7916436077220963
Comunicaciones,Italy,0.9209191788768504
Ocio,Italy,0.6884422110552765
Ropa y calzado,Italy,0.6646702667321224
Electrodomésticos,Italy,0.8702219589590917
Tarifa horaria trabajo doméstico,Italy,0.9379183400267738
Alquiler,Italy,0.5957983193277311
Transporte,Italy,0.8333333333333334
Servicios públicos,Italy,0.8625
Vehículos,Italy,0.8314650756343036
"Alimentos, bebidas y tabaco",Jamaica,0.6340268615073484
Restaurantes,Jamaica,0.9467165299925636
Cuidado personal,Jamaica,1.684627577581945
Nafta,Jamaica,1.155876072950612
Comunicaciones,Jamaica,1.250251745980185
Ocio,Jamaica,0.9013157894736844
Ropa y calzado,Jamaica,1.133611111111111
Electrodomésticos,Jamaica,0.967438831238941
Tarifa horaria trabajo doméstico,Jamaica,1.183911961929483
Alquiler,Jamaica,0.6240224385414948
Transporte,Jamaica,2.512562814070352
Servicios públicos,Jamaica,0.7666666666666666
Vehículos,Jamaica,1.520298215063126
"Alimentos, bebidas y tabaco",Japan,1.022410415711872
Restaurantes,Japan,0.5930619336946684
Cuidado personal,Japan,1.151817771530251
Nafta,Japan,0.9373163217390668
Comunicaciones,Japan,1.143634876308144
Ocio,Japan,1.256880733944954
Ropa y calzado,Japan,1.136904761904762
Electrodomésticos,Japan,1.211864193645008
Tarifa horaria trabajo doméstico,Japan,1.425265190782773
Alquiler,Japan,0.8175101314618958
Transporte,Japan,1.25
Servicios públicos,Japan,0.5390625
Vehículos,Japan,1.41053216197112
"Alimentos, bebidas y tabaco",Jordan,1.384065447914443
Restaurantes,Jordan,1.323422550585379
Cuidado personal,Jordan,1.294327894327894
Nafta,Jordan,0.9081467625483975
Comunicaciones,Jordan,2.828045977011494
Ocio,Jordan,1.022388059701492
Ropa y calzado,Jordan,0.6963556562876622
Electrodomésticos,Jordan,0.7954941045987324
Tarifa horaria trabajo doméstico,Jordan,1.081628660854013
Alquiler,Jordan,1.488383838383838
Transporte,Jordan,1.428571428571429
Servicios públicos,Jordan,0.6272727272727272
Vehículos,Jordan,0.8046248505525909
"Alimentos, bebidas y tabaco",Kazakhstan,1.555467085446592
Restaurantes,Kazakhstan,1.104562222282049
Cuidado personal,Kazakhstan,1.770498084291188
Nafta,Kazakhstan,1.126186125665759
Comunicaciones,Kazakhstan,0.7463799734142407
Ocio,Kazakhstan,2.686274509803922
Ropa y calzado,Kazakhstan,1.390879251344368
Electrodomésticos,Kazakhstan,1.302648907034491
Tarifa horaria trabajo doméstico,Kazakhstan,1.037193307858313
Alquiler,Kazakhstan,2.514619883040936
Transporte,Kazakhstan,1.111111111111111
Servicios públicos,Kazakhstan,2.916666666666667
Vehículos,Kazakhstan,0.8177884472896476
"Alimentos, bebidas y tabaco",Kenya,1.599758103329606
Restaurantes,Kenya,1.820478280761729
Cuidado personal,Kenya,2.117877891674084
Nafta,Kenya,1.465101281318763
Comunicaciones,Kenya,1.726456379653311
Ocio,Kenya,0.8616352201257862
Ropa y calzado,Kenya,1.045008183306056
Electrodomésticos,Kenya,1.776191300594602
Tarifa horaria trabajo doméstico,Kenya,2.512320937857104
Alquiler,Kenya,3.57679033649698
Transporte,Kenya,
Servicios públicos,Kenya,1.060606060606061
Vehículos,Kenya,1.404292751583392
"Alimentos, bebidas y tabaco",Kosovo,1.273666786066572
Restaurantes,Kosovo,1.663107243804985
Cuidado personal,Kosovo,2.23257666268419
Nafta,Kosovo,1.394126103917821
Comunicaciones,Kosovo,0.7072804912478825
Ocio,Kosovo,0.8896103896103896
Ropa y calzado,Kosovo,1.660079051383399
Electrodomésticos,Kosovo,2.081031790068214
Tarifa horaria trabajo doméstico,Kosovo,1.81375507567368
Alquiler,Kosovo,1.767787243840663
Transporte,Kosovo,0.8333333333333334
Servicios públicos,Kosovo,2.5
Vehículos,Kosovo,1.237848376091098
"Alimentos, bebidas y tabaco",Kuwait,1.110588035748854
Restaurantes,Kuwait,0.6577637763563107
Cuidado personal,Kuwait,1.110754198911512
Nafta,Kuwait,0.8203003576893898
Comunicaciones,Kuwait,1.485598280391689
Ocio,Kuwait,4.419354838709678
Ropa y calzado,Kuwait,0.8738015607580825
Electrodomésticos,Kuwait,0.7455667882577731
Tarifa horaria trabajo doméstico,Kuwait,0.9444478049930514
Alquiler,Kuwait,0.114904250984653
