pais,mediana_precio
Argentina,138.72441245209788
Argentina MEP,119.21650550882023
Brasil,76.92719230846527
Chile,93.47122226909707
Colombia,95.02878676850695
Mexico,103.34264861019045
Peru,117.90896027398696
Uruguay,113.32118976975329
